id	aroE	ddl	gdh	gki	recP	spi	xpt	Sp_cgc_1000
3934	4	1	4	2	5	4	1	
3935	4	1	16	19	15	6	40	
3936	2	1	13	4	11	6	16	
3937	7	8	13	8	6	25	6	
3938	5	14	6	2	2	6	1	
3939	4	1	4	2	27	4	1	
3940	7	1	11	2	1	6	58	
3941	8	14	14	2	12	1	1	
3942	8	14	6	1	2	6	1	
3943	1	14	11	10	1	6	8	
3944	2	17	19	2	17	15	22	
3945	7	1	11	10	1	134	8	
3946	8	15	10	2	16	6	26	
3947	16	14	17	4	5	135	10	
3948	1	14	5	4	1	108	116	
3949	12	14	8	13	5	16	22	
3950	8	6	8	4	1	6	116	
3951	16	18	141	4	4	6	10	
3952	16	18	13	4	4	136	113	
3953	18	14	13	4	1	137	20	
3954	16	14	13	4	5	6	197	
3955	16	14	13	4	5	6	197	
3956	10	1	13	14	4	17	4	
3957	6	1	11	10	1	6	198	
3958	10	18	5	14	5	13	10	
3959	65	192	8	8	18	15	19	
3960	1	14	13	4	4	17	51	
3961	13	8	8	151	5	17	4	
3962	18	46	13	8	6	3	6	
3963	12	20	142	2	5	16	4	
3964	13	8	8	15	5	17	4	
3965	12	20	8	2	5	16	4	
3966	12	20	8	7	5	16	4	
3967	7	6	9	4	1	17	20	
3968	12	20	8	9	5	16	4	
3969	7	45	2	40	1	10	26	
3970	8	14	13	14	4	17	199	
3971	8	14	13	152	4	17	4	
3972	6	231	11	1	67	5	72	
3973	4	1	16	19	4	6	20	
3974	7	53	11	10	4	6	8	
3975	2	18	43	29	10	17	1	
3976	5	1	9	4	1	7	1	
3977	15	9	8	4	18	15	1	
3978	10	18	5	4	5	138	10	
3979	16	14	143	4	5	6	10	
3980	2	19	13	11	4	15	12	
3981	2	19	12	11	4	15	12	
3982	2	14	5	36	12	17	21	
3983	8	1	10	2	16	1	26	
3984	8	1	10	2	16	1	26	
3985	8	17	9	2	1	6	1	
3986	8	17	9	2	1	6	1	
3987	13	8	8	13	5	17	4	
3988	10	5	31	4	34	6	4	
3989	7	14	13	8	6	10	6	
3990	16	33	12	9	1	41	33	
3991	16	33	12	9	1	41	33	
3992	5	18	12	29	12	9	39	
3993	2	14	5	1	11	16	3	
3994	2	14	5	29	12	16	3	
3995	2	14	5	29	12	16	3	
3996	4	26	16	19	15	6	20	
3997	1	14	13	14	4	17	51	
3998	1	14	13	14	4	17	51	
3999	1	14	13	14	4	17	51	
4000	8	232	13	14	4	17	4	7
4001	4	1	144	19	15	6	20	
4002	4	1	4	2	4	17	1	
4003	4	1	4	2	15	4	1	
4004	4	26	16	19	15	6	200	
4005	4	71	16	19	15	6	20	
4006	4	26	145	19	15	6	20	
4007	15	26	145	19	15	6	1	
4008	8	6	8	9	9	45	4	
4009	7	45	146	40	1	10	1	
4010	5	18	6	153	4	10	1	
4011	7	14	11	154	1	6	8	
4012	7	6	8	9	9	6	4	
4013	7	1	11	62	1	6	8	
4014	2	1	20	14	1	6	1	
4015	7	22	15	2	10	6	201	
4016	61	14	60	67	5	17	12	
4017	10	1	13	19	15	6	20	
4018	4	186	16	19	15	6	20	
4019	8	1	13	14	4	17	4	
4020	12	14	19	14	17	6	22	
4021	8	1	13	14	4	17	4	
4022	8	14	19	2	17	17	22	
4023	8	14	13	14	4	7	4	
4024	2	14	8	36	12	17	21	
4025	10	1	16	1	4	6	1	
4026	43	19	60	1	1	11	14	
4027	7	31	13	1	1	14	28	
4028	1	26	5	53	32	14	20	
4029	10	31	13	34	16	15	4	
4030	1	18	5	23	1	42	3	
4031	2	5	62	1	25	6	20	
4032	15	199	5	53	15	14	20	
4033	2	14	5	29	12	5	3	
4034	1	8	5	4	18	1	79	
4035	10	31	5	34	16	36	142	
4036	8	1	10	2	16	9	26	
4037	15	1	16	19	15	6	5	
4038	5	6	8	95	16	25	14	
4039	7	21	2	1	1	10	20	
4040	12	5	19	9	17	6	22	
4041	8	14	147	14	4	17	4	
4042	4	1	16	19	15	6	202	
4043	8	14	13	14	4	17	203	
4044	8	207	13	155	4	17	4	
4045	1	6	1	9	1	6	4	
4046	1	8	5	4	5	5	4	
4047	1	8	5	4	5	5	6	
4048	7	30	16	19	44	6	20	
4049	4	26	16	19	68	6	20	
4050	4	15	16	19	15	6	20	
4051	4	1	16	19	67	6	202	7
4052	4	1	16	19	67	6	202	
4053	4	1	16	19	67	6	202	
4054	1	8	5	4	12	1	79	
4055	1	14	5	6	24	15	1	
4056	7	240	5	4	5	10	3	
4057	8	14	10	14	4	17	4	
4058	4	26	11	1	67	15	72	
4059	8	97	13	14	4	17	77	7
4060	2	14	5	36	12	15	21	
4061	7	14	9	15	11	93	1	
4062	7	241	11	10	1	6	8	
4063	16	242	13	6	5	10	214	
4064	7	14	5	159	5	10	6	
4065	2	11	5	4	66	6	1	
4066	2	18	5	29	4	17	3	
4067	10	14	14	4	12	1	1	
4068	7	14	13	1	8	14	11	
4069	7	22	15	2	10	6	1	
4070	7	28	25	47	4	15	20	
4071	7	14	5	8	5	10	6	
4072	7	14	11	10	1	6	8	
4073	2	18	5	29	4	17	3	
4074	7	14	5	8	5	10	4	
4075	5	19	5	4	1	9	1	
4076	6	1	8	41	16	1	26	
4077	7	21	2	160	5	10	1	
4078	1	168	158	9	9	6	4	
4079	12	20	8	161	5	16	4	
4080	7	5	5	1	8	14	11	
4081	7	5	5	1	8	14	11	
4082	7	22	15	2	10	6	1	
4083	2	14	5	1	11	16	3	
4084	1	8	5	4	2	5	3	
4085	7	9	18	4	1	7	19	
4086	1	18	8	9	1	77	105	
4087	2	14	12	2	1	13	28	
4088	7	1	13	8	6	25	6	
4089	13	6	5	4	1	27	123	
4090	7	22	8	2	10	6	1	
4091	8	6	32	9	1	6	116	
4092	7	14	75	9	6	25	6	
4093	7	136	5	1	5	17	14	
4094	1	6	8	36	2	6	4	
4095	8	1	10	2	16	15	26	
4096	1	8	5	4	12	1	79	
4097	1	14	5	6	24	15	1	
4098	1	20	5	9	5	94	3	
4099	1	8	5	142	5	5	3	
4100	1	6	8	9	12	6	4	
4101	1	6	8	13	1	6	4	
4102	1	14	13	14	4	17	6	
4103	2	1	1	53	12	10	1	
4104	2	14	5	36	12	9	21	
4105	2	14	5	36	12	9	21	
4106	2	17	32	4	63	9	112	
4107	5	21	2	2	1	24	1	
4108	5	21	2	2	1	24	1	
4109	5	168	5	4	1	9	1	
4110	7	21	2	1	5	10	40	
4111	7	14	2	8	5	10	6	
4112	7	21	2	12	1	10	1	
4113	7	14	2	25	1	10	1	
4114	7	9	5	31	5	10	1	
4115	7	14	6	1	6	6	15	
4116	7	14	6	1	12	14	15	
4117	7	14	6	1	12	14	15	
4118	7	14	6	1	12	14	15	
4119	7	14	6	1	14	6	15	
4120	7	14	7	4	6	10	6	
4121	7	14	9	1	8	14	11	
4122	7	14	11	8	6	10	6	
4123	7	14	11	10	1	6	49	
4124	7	14	11	10	1	17	8	
4125	7	8	13	4	6	17	6	
4126	7	28	13	8	6	10	6	
4127	7	21	15	1	1	10	1	
4128	7	28	25	4	1	15	20	
4129	7	18	42	52	11	9	173	
4130	8	17	9	2	1	6	10	
4131	8	17	9	29	1	6	1	
4132	8	17	9	29	1	6	1	
4133	8	14	13	13	4	17	4	
4134	8	14	13	14	4	17	20	
4135	8	1	14	2	16	1	26	
4136	10	9	8	31	5	6	1	
4137	10	1	10	25	16	1	26	
4138	11	27	7	4	10	10	1	
4139	12	18	8	4	5	18	58	
4140	12	8	12	8	1	9	3	
4141	12	14	33	2	17	6	22	
4142	15	6	5	9	10	17	1	
4143	16	18	13	4	2	6	10	
4144	16	22	13	4	5	6	10	
4145	16	22	13	4	5	6	10	
4146	16	18	13	7	5	6	10	
4147	79	14	6	1	2	6	15	
4148	1	1	5	7	12	17	158	
4149	1	218	8	9	1	6	4	
4150	1	9	8	30	35	6	1	
4151	7	6	8	9	9	6	4	
4152	7	8	13	4	6	6	6	
4153	10	29	1	14	4	6	1	
4154	10	9	11	4	16	15	14	
4155	10	14	18	4	1	7	19	
4156	92	14	3	4	18	15	1	
4157	92	14	3	4	18	15	1	
4158	93	14	13	8	6	10	6	
4159	94	14	13	14	6	10	6	
4160	1	233	5	4	5	5	1	
4161	1	6	8	156	1	1	4	
4162	1	6	8	156	1	1	4	
4163	1	6	8	9	1	6	204	
4164	2	14	1	18	1	6	205	
4165	2	14	5	1	97	16	3	
4166	2	14	5	1	97	16	3	
4167	2	14	5	1	11	16	206	
4168	2	14	5	29	12	139	3	
4169	2	27	7	4	10	140	1	
4170	2	27	7	4	10	10	207	
4171	2	14	17	107	98	9	105	
4172	4	1	148	2	4	4	1	
4173	4	234	16	19	15	6	20	
4174	5	27	7	4	10	10	208	
4175	7	1	149	10	18	6	8	
4176	7	21	150	25	1	10	1	
4177	7	14	5	157	5	10	6	
4178	7	14	5	1	8	14	209	
4179	7	14	11	10	1	6	210	
4180	7	14	11	10	1	6	211	
4181	7	14	13	158	6	10	6	
4182	7	22	15	2	99	6	1	
4183	7	235	16	8	8	6	142	
4184	8	17	151	2	1	6	201	
4185	8	17	152	2	1	6	1	
4186	8	236	9	2	1	6	1	
4187	8	14	13	14	100	17	4	
4188	10	14	13	14	4	17	95	
4189	18	14	9	4	18	141	1	
4190	33	6	1	40	13	142	1	
4191	45	14	13	6	12	32	212	
4192	58	75	153	6	10	9	1	
4193	1	17	154	4	1	18	58	
4194	1	17	154	4	1	18	58	
4195	1	237	8	4	1	1	4	
4196	1	6	8	9	9	143	4	
4197	4	1	4	2	4	144	1	
4198	4	238	16	19	15	6	20	
4199	7	21	155	1	1	10	1	
4200	7	28	156	4	4	15	20	
4201	7	21	150	25	1	10	1	
4202	7	239	5	8	5	10	6	
4203	7	239	5	8	5	10	6	
4204	7	14	11	10	1	145	8	
4205	8	17	152	2	1	6	1	
4206	8	17	157	2	1	6	1	
4207	7	28	25	4	4	146	213	
4208	6	14	5	36	12	17	21	
4209	8	1	10	2	16	1	26	
4210	8	1	10	2	16	1	26	
4211	8	1	10	2	16	1	26	
4212	8	1	10	2	16	1	26	
4213	8	1	10	2	16	1	26	
4214	8	1	10	2	16	1	26	
4215	8	1	10	2	16	1	26	
4216	8	1	10	2	16	1	26	
4217	8	1	10	2	16	1	26	
4218	8	1	10	2	16	1	26	
4219	8	1	10	2	16	1	26	
4220	8	1	10	2	16	1	26	
4221	8	1	10	2	16	1	26	
4222	8	1	10	2	16	1	26	
4223	8	1	10	2	16	1	26	
4224	8	1	10	2	16	1	26	
4225	8	1	10	2	16	1	26	
4226	8	1	10	2	16	1	26	
4227	8	1	10	2	16	1	26	
4228	7	45	5	1	1	10	1	
4229	7	45	5	1	1	10	1	
4230	5	14	6	1	2	6	1	
4231	4	26	16	19	15	6	20	
4232	5	4	6	1	2	6	3	
4233	4	1	4	2	4	4	1	
4234	11	75	19	2	17	6	215	
4235	11	75	19	2	17	6	215	
4236	4	1	6	2	4	4	1	
4237	8	59	37	9	29	10	47	
4238	7	26	8	19	101	3	20	
4239	5	27	159	4	10	10	1	
4240	7	14	13	8	6	10	6	
4241	1	8	5	15	6	15	20	
4242	2	149	5	1	11	16	3	
4243	4	243	4	2	5	4	1	
4244	8	244	13	14	4	17	4	
4245	7	8	13	8	6	17	6	
4246	8	14	160	14	4	17	4	
4247	7	8	18	10	1	6	8	
4248	2	14	5	36	12	17	1	
4249	4	1	16	19	102	6	20	
4250	5	70	5	7	7	8	20	
4251	2	145	32	4	4	6	23	
4252	1	1	2	1	1	17	1	
4253	1	18	12	2	1	6	1	
4254	7	19	14	40	12	1	1	
4255	1	1	5	41	12	10	14	
4256	7	46	5	39	12	6	20	
4257	16	1	11	10	1	6	8	
4258	58	6	57	54	5	11	3	
4259	58	6	57	54	5	11	3	
4260	18	245	12	2	16	6	19	
4261	4	106	4	2	4	4	1	
4262	7	18	5	4	5	42	1	
4263	2	18	9	1	11	6	1	
4264	39	6	8	4	1	16	4	
4265	7	7	5	1	1	10	1	
4266	5	221	5	7	7	8	5	
4267	7	19	5	1	2	6	4	
4268	7	8	28	8	6	1	6	
4269	8	6	8	15	2	19	4	
4270	8	14	135	14	4	17	4	
4271	15	28	5	9	2	6	3	
4272	1	6	5	6	12	13	20	
4273	7	8	13	8	94	1	6	
4274	2	4	5	36	12	17	1	
4275	8	14	13	29	4	17	4	
4276	2	31	5	1	16	6	192	
4277	5	221	5	7	7	8	5	
4278	7	1	11	10	2	6	8	
4279	1	6	5	6	12	13	20	
4280	8	6	70	4	16	6	116	
4281	10	14	13	14	1	17	95	
4282	15	14	29	4	21	30	1	
4283	7	14	8	4	12	1	20	
4284	7	26	8	19	101	3	20	
4285	2	1	2	100	5	15	3	
4286	6	14	2	1	1	147	1	
4287	7	63	32	8	10	6	6	
4288	2	5	5	29	3	16	3	
4289	7	26	8	19	101	3	20	
4290	1	14	5	7	12	17	148	
4291	8	14	13	14	4	17	4	
4292	5	18	12	29	12	9	39	
4293	7	22	9	19	1	14	48	
4294	1	20	43	9	12	94	28	
4295	7	246	15	2	10	6	1	
4296	18	8	5	4	1	6	216	
4297	1	8	12	5	5	148	217	
4298	2	247	32	9	47	6	21	
4299	95	1	8	2	4	6	1	
4300	7	248	11	10	1	6	58	
4301	11	1	11	10	1	6	58	
4302	7	1	11	10	37	6	58	
4303	1	46	5	4	23	6	20	
4304	15	17	22	82	1	6	14	
4305	7	14	13	8	1	10	6	
4306	7	18	13	4	5	6	16	
4307	2	5	13	162	16	15	14	
4308	20	14	28	1	103	15	14	
4309	7	14	25	89	4	10	20	
4310	7	17	8	82	16	149	12	
4311	7	17	13	4	16	9	1	
4312	4	26	16	19	1	6	20	
4313	13	9	8	9	1	150	20	
4314	2	249	5	29	12	16	3	
4315	2	6	15	4	1	6	218	
4316	15	8	29	4	4	88	8	
4317	4	8	5	4	5	5	3	
4318	18	6	2	9	1	47	1	
4319	1	8	5	4	5	6	1	
4320	7	21	5	4	1	10	1	
4321	5	18	5	1	1	1	1	
4322	7	14	5	8	5	6	6	
4323	7	6	5	111	10	13	1	
4324	5	14	6	1	2	6	31	
4325	2	8	2	100	5	15	3	
4326	18	14	161	4	1	6	77	
4327	7	14	5	36	10	17	21	
4328	1	5	57	14	66	9	1	
4329	7	64	11	4	18	17	92	
4330	1	199	60	4	1	72	1	
4331	7	5	57	1	5	6	1	
4332	16	33	12	9	1	41	33	
4333	7	1	11	10	1	11	8	
4334	2	14	13	4	1	27	6	
4335	15	26	16	19	1	6	20	
4336	4	250	16	19	15	6	20	
4337	4	251	16	19	15	6	20	
4338	4	26	16	19	15	6	20	
4339	4	252	16	19	15	6	20	
4340	15	253	16	19	15	6	20	
4341	1	175	8	9	5	6	4	
4342	10	1	41	47	63	6	14	
4343	32	14	28	1	1	15	52	
4344	7	1	5	10	18	6	8	
4345	2	1	13	2	4	9	4	
4346	4	1	162	19	15	6	20	
4347	16	18	163	4	5	6	10	
4348	7	22	15	2	4	6	1	
4349	8	14	13	14	10	17	4	
4350	5	1	12	29	16	9	39	
4351	4	254	16	19	15	6	20	
4352	1	1	11	10	1	6	8	
4353	7	5	57	1	2	6	1	
4354	7	14	19	2	17	6	22	
4355	1	51	5	94	37	6	14	
4356	8	1	10	62	16	1	26	
4357	2	14	5	2	12	17	21	
4358	10	145	13	19	5	15	1	
4359	1	6	5	9	9	6	4	
4360	12	14	5	89	8	6	112	
4361	10	9	18	4	1	7	19	
4362	13	14	8	4	1	7	19	
4363	7	14	8	8	6	10	6	
4364	7	1	11	10	1	6	8	
4365	15	9	11	54	5	103	27	
4366	12	14	62	1	2	6	1	
4367	12	14	19	2	17	6	22	
4368	10	1	18	4	1	7	19	
4369	12	14	62	1	2	6	1	
4370	7	14	11	4	1	6	112	
4371	16	33	12	9	1	15	33	
4372	12	6	8	9	104	3	20	
4373	2	14	8	36	4	17	20	
4374	2	5	9	36	12	17	21	
4375	7	124	5	8	5	6	6	
4376	43	255	5	4	16	7	79	
4377	7	256	13	163	6	25	6	
4378	96	14	5	8	5	10	6	
4379	97	27	40	4	19	10	1	
4380	7	1	11	10	15	6	8	
4381	15	17	17	4	16	6	88	
4382	15	17	17	4	16	9	19	
4383	2	14	11	10	1	6	1	
4384	7	14	11	10	16	6	8	
4385	7	90	11	10	16	6	8	
4386	97	27	40	4	19	10	1	
4387	98	14	13	14	4	17	4	
4388	15	17	17	4	16	6	219	
4389	99	14	14	4	12	1	1	
4390	8	1	164	2	16	1	1	
4391	7	29	60	9	8	10	3	
4392	100	14	11	10	1	6	76	
4393	100	14	11	10	1	6	76	
4394	8	14	13	14	4	150	4	
4395	101	8	13	8	10	25	6	
4396	12	8	5	4	5	5	28	
4397	1	8	5	4	2	5	27	
4398	7	1	6	1	1	6	8	
4399	7	1	11	6	1	6	8	
4400	7	14	11	10	2	6	15	
4401	7	1	11	6	1	6	15	
4402	4	1	16	19	15	26	20	
4403	8	8	13	14	4	5	4	
4404	7	68	6	9	2	6	1	
4405	1	28	25	6	1	15	4	
4406	4	15	4	2	4	68	1	
4407	1	39	8	6	2	5	4	
4408	5	4	6	1	2	5	3	
4409	10	17	33	4	18	6	10	
4410	10	31	13	4	16	6	10	
4411	8	125	8	4	8	151	120	
4412	10	31	13	34	16	15	28	
4413	10	31	13	34	16	4	28	
4414	2	18	8	70	16	6	19	
4415	10	14	12	2	1	152	28	
4416	8	68	8	19	16	77	1	
4417	2	14	13	2	1	6	121	
4418	10	8	5	1	1	9	220	
4419	55	72	128	8	1	17	116	
4420	10	15	41	4	16	6	14	
4421	7	1	5	140	18	6	8	
4422	15	20	60	34	16	9	14	
4423	2	5	8	70	16	6	19	
4424	2	31	13	9	1	6	19	
4425	7	1	5	10	18	6	4	
4426	7	4	6	1	1	6	3	
4427	8	4	13	14	4	6	4	
4428	5	257	5	1	1	6	1	
4429	7	8	25	8	16	25	6	
4430	2	14	19	2	17	6	22	
4431	7	8	25	8	6	25	6	
4432	2	14	19	2	17	6	22	
4433	10	2	41	47	16	6	14	
4434	2	14	19	2	17	6	22	
4435	2	14	5	36	12	17	21	
4436	2	14	19	2	17	6	22	
4437	10	17	41	47	16	6	14	
4438	5	19	15	2	5	9	39	
4439	7	28	25	4	4	15	20	
4440	7	29	43	4	8	14	12	
4441	2	14	19	2	17	6	22	
4442	7	8	43	53	6	25	6	
4443	2	14	19	2	17	6	22	
4444	10	17	41	47	1	6	14	
4445	1	14	5	9	9	1	9	
4446	7	14	25	1	4	15	20	
4447	18	97	12	4	44	14	77	
4448	2	14	19	2	17	6	22	
4449	2	14	19	2	17	6	22	
4450	2	4	19	2	17	6	22	
4451	2	14	19	2	17	6	22	
4452	2	14	5	29	12	17	21	
4453	5	18	12	29	12	9	39	
4454	2	14	19	2	17	6	22	
4455	10	2	41	47	16	6	14	
4456	2	14	19	2	17	6	22	
4457	2	14	19	2	17	6	22	
4458	2	14	19	2	17	6	22	
4459	2	14	19	2	17	6	22	
4460	2	14	19	2	17	6	22	
4461	7	8	25	8	6	25	6	
4462	2	14	5	36	12	17	21	
4463	2	14	19	2	17	6	22	
4464	8	53	37	9	29	2	12	
4465	2	14	19	2	17	6	22	
4466	7	14	25	4	4	15	20	
4467	2	14	19	2	17	6	22	
4468	7	29	60	4	8	14	12	
4469	7	9	8	1	1	15	3	
4470	2	14	19	2	17	6	22	
4471	7	9	60	1	1	15	3	
4472	10	14	8	4	35	6	1	
4473	7	28	25	4	12	15	20	
4474	2	14	5	36	12	17	21	
4475	2	14	19	2	17	6	22	
4476	2	14	60	36	12	17	21	
4477	2	14	19	2	17	6	22	
4478	10	2	41	47	16	6	14	
4479	10	8	41	47	16	6	14	
4480	5	27	7	4	10	10	1	
4481	2	14	19	2	17	6	22	
4482	10	2	41	47	16	6	14	
4483	4	1	4	2	4	4	14	
4484	2	4	19	2	17	6	22	
4485	2	14	19	2	17	6	22	
4486	8	53	37	9	29	17	12	
4487	2	14	19	2	17	6	22	
4488	2	14	19	2	17	6	22	
4489	2	14	5	36	12	17	21	
4490	7	29	43	4	8	14	12	
4491	2	14	19	2	17	6	22	
4492	7	8	25	8	16	25	6	
4493	2	14	19	2	17	6	22	
4494	10	2	41	47	16	10	14	
4495	2	14	19	2	17	6	22	
4496	2	14	5	36	12	17	21	
4497	2	14	19	2	17	6	22	
4498	4	1	4	2	4	4	1	
4499	7	28	25	4	4	15	20	
4500	2	14	19	2	17	6	22	
4501	5	14	5	62	5	6	11	
4502	10	2	41	47	16	6	14	
4503	2	14	19	2	17	6	22	
4504	2	4	19	2	17	6	22	
4505	2	4	19	2	17	6	22	
4506	1	26	2	1	4	4	22	
4507	12	14	19	2	17	6	22	
4508	2	14	5	29	12	17	21	
4509	2	28	19	2	17	6	22	
4510	2	14	19	2	17	6	22	
4511	10	2	41	47	16	6	14	
4512	2	14	5	36	12	17	21	
4513	7	28	25	4	12	15	20	
4514	2	14	19	2	17	6	22	
4515	18	97	12	4	44	14	77	
4516	7	1	11	10	10	6	8	
4517	7	28	25	4	4	15	20	
4518	18	97	12	4	44	14	77	
4519	2	14	19	2	17	6	22	
4520	12	14	19	36	17	6	20	
4521	18	97	12	4	44	14	77	
4522	18	97	12	4	44	14	77	
4523	1	8	10	62	10	15	1	
4524	2	14	19	2	17	6	22	
4525	7	1	11	10	1	6	8	
4526	1	1	5	10	18	6	4	
4527	5	14	5	62	5	6	11	
4528	1	6	8	9	9	6	4	
4529	18	97	12	4	44	14	77	
4530	2	14	19	2	17	6	22	
4531	2	14	19	2	17	6	22	
4532	7	60	1	2	17	15	22	
4533	2	14	5	36	12	17	21	
4534	2	14	19	2	17	6	22	
4535	18	97	12	4	44	14	77	
4536	2	4	19	2	17	6	22	
4537	10	2	41	47	16	6	14	
4538	22	8	43	53	6	25	6	
4539	2	14	5	36	12	17	21	
4540	2	19	19	2	17	6	22	
4541	7	8	25	8	6	25	28	
4542	8	53	37	9	29	2	12	
4543	2	14	19	2	17	6	22	
4544	2	1	13	2	4	9	4	
4545	18	97	12	4	44	14	77	
4546	2	14	5	36	12	17	21	
4547	10	2	41	47	16	6	14	
4548	2	14	19	2	17	6	22	
4549	2	14	19	2	17	6	22	
4550	7	34	13	4	19	6	1	
4551	1	18	5	29	1	46	14	
4552	7	8	25	8	16	25	6	
4553	2	14	19	2	17	6	22	
4554	8	53	37	9	29	2	12	
4555	10	17	41	47	16	6	14	
4556	2	14	19	2	17	4	22	
4557	18	97	12	4	44	14	77	
4558	8	14	13	14	4	14	4	
4559	2	14	19	2	17	6	22	
4560	15	9	11	146	15	10	3	
4561	13	6	8	9	1	7	123	
4562	2	14	5	36	6	17	21	
4563	10	9	18	1	1	7	19	
4564	50	74	5	123	1	36	83	
4565	10	9	18	4	1	7	19	
4566	7	1	11	10	1	6	8	
4567	26	19	1	15	14	9	16	
4568	1	14	8	8	6	10	6	
4569	2	1	22	8	4	4	1	
4570	2	6	5	36	12	17	21	
4571	2	1	13	2	4	9	4	
4572	22	14	14	4	12	1	1	
4573	7	21	2	1	1	10	8	
4574	1	6	8	4	1	1	11	
4575	1	6	8	4	1	1	11	
4576	7	14	5	1	1	14	31	
4577	7	8	25	4	4	6	20	
4578	2	14	13	164	1	6	19	
4579	2	8	13	1	1	6	19	
4580	1	8	5	4	5	5	1	
4581	1	6	8	6	2	6	20	
4582	2	8	5	4	5	5	3	
4583	1	14	13	14	4	17	51	
4584	10	18	5	4	5	13	10	
4585	5	4	6	1	2	6	3	
4586	2	121	13	2	1	30	121	
4587	1	14	5	4	1	77	3	
4588	7	14	5	8	5	10	222	
4589	102	1	29	4	21	30	27	
4590	4	260	16	19	15	6	20	
4591	15	261	29	4	21	30	1	
4592	13	1	10	2	16	1	26	
4593	8	6	60	4	1	10	28	
4594	8	14	13	2	4	17	4	
4595	2	1	13	2	4	9	9	
4596	58	31	9	54	10	6	88	
4597	103	51	166	2	37	6	14	
4598	104	101	57	3	67	68	223	
4599	105	1	22	2	37	154	14	
4600	106	46	1	1	107	1	1	
4601	7	28	25	4	5	6	20	
4602	10	6	16	150	1	10	1	
4603	10	39	5	53	5	42	1	
4604	8	17	9	2	66	6	1	
4605	5	7	8	8	66	9	103	
4606	7	1	11	40	4	6	8	
4607	1	6	8	4	9	6	4	
4608	10	9	5	4	1	155	19	
4609	8	6	15	89	1	19	224	
4610	45	14	13	6	12	9	225	
4611	10	262	43	53	16	11	115	
4612	2	26	16	19	5	6	20	
4613	6	22	10	9	16	1	26	
4614	2	17	11	9	47	6	21	
4615	12	14	32	2	6	6	22	
4616	10	9	5	4	1	7	19	
4617	12	14	5	89	8	6	112	
4618	10	9	5	4	1	7	19	
4619	8	161	88	103	18	46	142	
4620	10	31	13	53	1	72	38	
4621	10	9	5	4	1	7	19	
4622	10	31	13	53	1	72	38	
4623	2	14	13	4	1	6	6	
4624	2	20	42	2	1	6	19	
4625	2	14	13	4	1	6	6	
4626	10	145	11	34	16	15	1	
4627	10	31	16	54	1	15	1	
4628	10	9	5	4	1	7	19	
4629	5	19	13	11	4	15	12	
4630	2	14	13	4	1	6	6	
4631	10	9	18	4	1	7	19	
4632	10	31	13	53	1	72	38	
4633	7	8	8	53	4	6	1	
4634	13	9	18	4	1	7	19	
4635	2	14	5	36	12	17	21	
4636	2	14	8	1	5	15	60	
4637	2	14	5	36	12	17	21	
4638	12	14	5	9	8	6	1	
4639	10	9	18	4	1	7	19	
4640	10	9	5	4	1	7	19	
4641	12	14	5	89	8	6	112	
4642	12	14	5	89	8	6	112	
4643	5	19	5	6	5	9	17	
4644	4	1	4	2	4	156	1	
4645	2	145	32	165	5	1	112	
4646	7	263	25	9	1	6	14	
4647	8	264	10	2	5	9	48	
4648	2	14	13	9	1	6	14	
4649	7	28	25	4	4	19	20	
4650	8	1	10	2	16	1	195	
4651	8	1	10	15	1	19	88	
4652	8	14	60	15	1	1	28	
4653	1	14	8	4	2	6	4	
4654	2	6	8	4	16	9	115	
4655	8	17	9	2	1	14	1	
4656	1	14	8	4	2	6	4	
4657	7	14	8	8	6	17	6	
4658	15	17	17	19	16	6	1	
4659	43	255	5	1	10	7	79	
4660	7	14	8	8	6	17	6	
4661	10	145	167	34	16	15	1	
4662	7	45	2	40	1	157	1	
4663	107	14	13	9	1	6	19	
4665	2	9	8	4	10	17	1	5
4666	16	18	5	166	1	13	14	7
4667	2	14	169	1	1	6	226	
4668	1	14	119	167	1	6	4	
4669	13	6	170	29	66	10	1	
4670	5	31	31	8	5	9	11	
4671	15	131	16	19	15	6	20	
4672	15	26	16	19	4	6	20	
4673	4	1	4	2	4	30	1	
4674	7	1	11	10	16	6	1	
4675	7	9	9	4	11	93	1	
4676	6	5	57	83	28	148	1	
4677	13	20	8	13	5	16	4	
4678	7	1	168	2	6	10	26	
4679	2	18	5	29	18	158	3	
4680	7	1	5	10	18	6	5	
4681	4	266	16	19	15	6	20	
4682	7	267	11	10	1	6	8	
4683	7	8	13	6	6	1	6	
4684	1	26	16	19	15	6	20	
4685	15	18	13	9	4	6	121	
4686	1	8	5	4	5	5	20	
4687	2	29	13	2	5	6	121	
4688	1	14	5	2	6	6	1	
4689	1	14	171	2	6	6	1	
4690	7	8	13	8	42	25	6	
4691	16	1	10	2	16	1	26	
4692	16	1	10	2	16	1	26	
4693	2	14	5	36	17	17	21	
4694	2	14	5	36	17	17	21	
4695	13	133	5	62	8	9	1	
4696	13	133	5	62	8	9	1	
4697	13	133	5	62	8	9	1	
4698	8	14	13	8	6	25	6	
4699	2	75	5	9	10	17	1	
4700	7	14	13	8	6	7	2	
4701	8	8	60	4	1	10	28	
4702	2	6	69	4	10	7	1	
4703	15	145	11	4	16	15	1	
4704	93	28	25	95	4	15	3	
4705	1	9	16	1	1	7	19	
4706	7	1	5	10	18	6	8	
4707	2	6	5	36	12	17	21	
4708	7	5	16	8	8	6	142	
4709	12	14	5	36	1	17	21	
